Date,Demographic Group,People with at least one dose,People who are fully vaccinated,Percent of group with at least one dose,Percent of group fully vaccinated,Census
2021-05-17,Sex_unknown,1634560,1096195,0,0,0
2021-05-16,Sex_unknown,1630540,1089910,0,0,0
2021-05-15,Sex_unknown,1624304,1081063,0,0,0
2021-05-14,Sex_unknown,1617563,1070441,0,0,0
2021-05-13,Sex_unknown,1612549,1061425,0,0,0
2021-05-12,Sex_unknown,1605061,1050319,0,0,0
2021-05-11,Sex_unknown,1600193,1042052,0,0,0
2021-05-10,Sex_unknown,1597816,1037562,0,0,0
2021-05-09,Sex_unknown,1594929,1030026,0,0,0
2021-05-08,Sex_unknown,1587722,1019778,0,0,0
2021-05-07,Sex_unknown,1580818,1006470,0,0,0
2021-05-06,Sex_unknown,1573497,993484,0,0,0
2021-05-05,Sex_unknown,1570603,983694,0,0,0
2021-05-04,Sex_unknown,1565265,974906,0,0,0
2021-05-03,Sex_unknown,1562373,970339,0,0,0
2021-05-02,Sex_unknown,1558371,964966,0,0,0
2021-05-01,Sex_unknown,1549228,953365,0,0,0
2021-04-30,Sex_unknown,1537543,937319,0,0,0
2021-04-29,Sex_unknown,1527638,923236,0,0,0
2021-04-28,Sex_unknown,1518055,910316,0,0,0
2021-04-27,Sex_unknown,1510375,901427,0,0,0
2021-04-26,Sex_unknown,1505941,897581,0,0,0
2021-04-25,Sex_unknown,1497530,890422,0,0,0
2021-04-24,Sex_unknown,1486995,879504,0,0,0
2021-04-23,Sex_unknown,1474304,866574,0,0,0
2021-04-22,Sex_unknown,1459531,852528,0,0,0
2021-04-21,Sex_unknown,1449176,841757,0,0,0
2021-04-20,Sex_unknown,1437486,832309,0,0,0
2021-04-19,Sex_unknown,1430533,827219,0,0,0
2021-04-18,Sex_unknown,1420850,819799,0,0,0
2021-04-17,Sex_unknown,1405666,805877,0,0,0
2021-04-16,Sex_unknown,1390334,791587,0,0,0
2021-04-15,Sex_unknown,1374374,778081,0,0,0
2021-04-14,Sex_unknown,1359459,766057,0,0,0
2021-04-13,Sex_unknown,1344065,752481,0,0,0
2021-04-12,Sex_unknown,1331155,741085,0,0,0
2021-04-11,Sex_unknown,1317663,729112,0,0,0
2021-04-10,Sex_unknown,1299907,713782,0,0,0
2021-04-09,Sex_unknown,1270304,693417,0,0,0
2021-04-08,Sex_unknown,1249313,678281,0,0,0
2021-04-07,Sex_unknown,1234349,666741,0,0,0
2021-04-06,Sex_unknown,1220175,655302,0,0,0
2021-04-05,Sex_unknown,1189562,631063,0,0,0
2021-04-04,Sex_unknown,1189333,630896,0,0,0
2021-04-03,Sex_unknown,1188462,629421,0,0,0
2021-04-02,Sex_unknown,1167124,616460,0,0,0
2021-04-01,Sex_unknown,1141131,602430,0,0,0
2021-03-31,Sex_unknown,1123524,593371,0,0,0
2021-03-30,Sex_unknown,1109431,583603,0,0,0
2021-03-29,Sex_unknown,1103156,578612,0,0,0
2021-03-28,Sex_unknown,1092642,571749,0,0,0
2021-03-27,Sex_unknown,1075374,560024,0,0,0
2021-03-26,Sex_unknown,1054471,549440,0,0,0
2021-03-25,Sex_unknown,1032094,539307,0,0,0
2021-03-24,Sex_unknown,1017718,532456,0,0,0
2021-03-23,Sex_unknown,1004048,526540,0,0,0
2021-03-22,Sex_unknown,988045,520971,0,0,0
2021-03-21,Sex_unknown,976563,516489,0,0,0
2021-03-20,Sex_unknown,959877,509077,0,0,0
2021-03-19,Sex_unknown,943490,502346,0,0,0
2021-03-18,Sex_unknown,930653,496659,0,0,0
2021-03-17,Sex_unknown,914731,488893,0,0,0
2021-03-16,Sex_unknown,903442,484777,0,0,0
2021-03-15,Sex_unknown,895856,481425,0,0,0
2021-03-14,Sex_unknown,885882,476436,0,0,0
2021-03-13,Sex_unknown,866836,466339,0,0,0
2021-03-12,Sex_unknown,845914,456375,0,0,0
2021-03-11,Sex_unknown,829799,448746,0,0,0
2021-03-10,Sex_unknown,815439,441207,0,0,0
2021-03-09,Sex_unknown,800812,433857,0,0,0
2021-03-08,Sex_unknown,790560,428437,0,0,0
2021-03-07,Sex_unknown,779618,422592,0,0,0
2021-03-06,Sex_unknown,765062,414802,0,0,0
2021-03-05,Sex_unknown,749632,406688,0,0,0
2021-03-04,Sex_unknown,736723,399761,0,0,0
2021-03-03,Sex_unknown,724415,392204,0,0,0
2021-03-02,Sex_unknown,714457,387173,0,0,0
2021-03-01,Sex_unknown,706422,381365,0,0,0
2021-02-28,Sex_unknown,699715,375820,0,0,0
2021-02-27,Sex_unknown,686996,366569,0,0,0
2021-02-26,Sex_unknown,676250,358179,0,0,0
2021-02-25,Sex_unknown,667147,350290,0,0,0
2021-02-24,Sex_unknown,660169,343762,0,0,0
2021-02-23,Sex_unknown,655562,338180,0,0,0
2021-02-22,Sex_unknown,653251,336074,0,0,0
2021-02-21,Sex_unknown,649165,331041,0,0,0
2021-02-20,Sex_unknown,642588,322903,0,0,0
2021-02-19,Sex_unknown,636403,316296,0,0,0
2021-02-18,Sex_unknown,627590,308613,0,0,0
2021-02-17,Sex_unknown,621177,301601,0,0,0
2021-02-16,Sex_unknown,615865,297723,0,0,0
2021-02-15,Sex_unknown,612905,296168,0,0,0
2021-02-14,Sex_unknown,608550,292329,0,0,0
2021-02-13,Sex_unknown,595949,280227,0,0,0
2021-02-12,Sex_unknown,587561,271623,0,0,0
2021-02-11,Sex_unknown,579584,266492,0,0,0
2021-02-10,Sex_unknown,573028,262453,0,0,0
2021-02-09,Sex_unknown,566876,259117,0,0,0
2021-02-08,Sex_unknown,562524,257496,0,0,0
2021-02-07,Sex_unknown,555279,255009,0,0,0
2021-02-06,Sex_unknown,544770,249832,0,0,0
2021-02-05,Sex_unknown,532732,237858,0,0,0
2021-02-04,Sex_unknown,523466,225721,0,0,0
2021-02-03,Sex_unknown,513777,213585,0,0,0
2021-02-02,Sex_unknown,508233,203159,0,0,0
2021-02-01,Sex_unknown,505481,202175,0,0,0
2021-01-31,Sex_unknown,498206,200163,0,0,0
2021-01-30,Sex_unknown,484894,190387,0,0,0
2021-01-29,Sex_unknown,473039,177082,0,0,0
2021-01-28,Sex_unknown,461266,160509,0,0,0
2021-01-27,Sex_unknown,452575,141416,0,0,0
2021-01-26,Sex_unknown,443802,124294,0,0,0
2021-01-25,Sex_unknown,438945,123437,0,0,0
2021-01-24,Sex_unknown,432198,119448,0,0,0
2021-01-23,Sex_unknown,415230,112279,0,0,0
2021-01-22,Sex_unknown,400411,101003,0,0,0
2021-01-20,Sex_unknown,326533,64625,0,0,0
2021-01-19,Sex_unknown,318682,62307,0,0,0
2021-01-18,Sex_unknown,314408,61787,0,0,0
2021-01-17,Sex_unknown,309107,60565,0,0,0
2021-01-16,Sex_unknown,296249,57214,0,0,0
2021-01-15,Sex_unknown,277190,52549,0,0,0
2021-01-14,Sex_unknown,264540,44628,0,0,0
2021-01-13,Sex_unknown,251823,36269,0,0,0
2021-01-12,Sex_unknown,241761,26764,0,0,0
2021-01-11,Sex_unknown,239615,25958,0,0,0
2021-01-10,Sex_unknown,234314,22391,0,0,0
2021-01-09,Sex_unknown,221590,12649,0,0,0
2021-01-08,Sex_unknown,206412,6156,0,0,0
2021-01-07,Sex_unknown,192118,2473,0,0,0
2021-01-06,Sex_unknown,175606,796,0,0,0
2021-01-05,Sex_unknown,161206,124,0,0,0
2021-01-04,Sex_unknown,159583,96,0,0,0
2021-01-03,Sex_unknown,157964,76,0,0,0
2021-01-02,Sex_unknown,156003,73,0,0,0
2021-01-01,Sex_unknown,141289,65,0,0,0
2020-12-31,Sex_unknown,121748,52,0,0,0
2020-12-30,Sex_unknown,101647,44,0,0,0
2020-12-29,Sex_unknown,85629,30,0,0,0
2020-12-28,Sex_unknown,83509,29,0,0,0
2020-12-27,Sex_unknown,80935,28,0,0,0
2020-12-26,Sex_unknown,78963,27,0,0,0
2020-12-25,Sex_unknown,71531,22,0,0,0
2020-12-24,Sex_unknown,51447,21,0,0,0
2020-12-23,Sex_unknown,35937,14,0,0,0
2020-12-22,Sex_unknown,26717,9,0,0,0
2020-12-21,Sex_unknown,24812,8,0,0,0
2020-12-20,Sex_unknown,21323,8,0,0,0
2020-12-19,Sex_unknown,10955,7,0,0,0
2020-12-18,Sex_unknown,4172,2,0,0,0
2020-12-17,Sex_unknown,580,1,0,0,0
2020-12-16,Sex_unknown,76,0,0,0,0
2021-05-17,Sex_Male,67262647,52183046,45.1,35,149107431
2021-05-16,Sex_Male,66947994,51797096,44.9,34.7,149107431
2021-05-15,Sex_Male,66544094,51238674,44.6,34.4,149107431
2021-05-14,Sex_Male,66093710,50522208,44.3,33.9,149107431
2021-05-13,Sex_Male,65796475,49920142,44.1,33.5,149107431
2021-05-12,Sex_Male,65481883,49268497,43.9,33,149107431
2021-05-11,Sex_Male,65225421,48769676,43.7,32.7,149107431
2021-05-10,Sex_Male,64922161,48286588,43.5,32.4,149107431
2021-05-09,Sex_Male,64569911,47673793,43.3,32,149107431
2021-05-08,Sex_Male,64178271,46911379,43,31.5,149107431
2021-05-07,Sex_Male,63741049,46088875,42.7,30.9,149107431
2021-05-06,Sex_Male,63223743,45191575,42.4,30.3,149107431
2021-05-05,Sex_Male,62831871,44453491,42.1,29.8,149107431
2021-05-04,Sex_Male,62516002,43925153,41.9,29.5,149107431
2021-05-03,Sex_Male,62328468,43623354,41.8,29.3,149107431
2021-05-02,Sex_Male,62099531,43281322,41.6,29,149107431
2021-05-01,Sex_Male,61694058,42657703,41.4,28.6,149107431
2021-04-30,Sex_Male,61029093,41743140,40.9,28,149107431
2021-04-29,Sex_Male,60493439,40986940,40.6,27.5,149107431
2021-04-28,Sex_Male,59966274,40265366,40.2,27,149107431
2021-04-27,Sex_Male,59508795,39673595,39.9,26.6,149107431
2021-04-26,Sex_Male,59143199,39300838,39.7,26.4,149107431
2021-04-25,Sex_Male,58659490,38783330,39.3,26,149107431
2021-04-24,Sex_Male,58020545,38007431,38.9,25.5,149107431
2021-04-23,Sex_Male,57343837,37149232,38.5,24.9,149107431
2021-04-22,Sex_Male,56669138,36297228,38,24.3,149107431
2021-04-21,Sex_Male,56031883,35562021,37.6,23.8,149107431
2021-04-20,Sex_Male,55473631,34953431,37.2,23.4,149107431
2021-04-19,Sex_Male,55029638,34581156,36.9,23.2,149107431
2021-04-18,Sex_Male,54538754,34106235,36.6,22.9,149107431
2021-04-17,Sex_Male,53699792,33280737,36,22.3,149107431
2021-04-16,Sex_Male,52862952,32438196,35.5,21.8,149107431
2021-04-15,Sex_Male,51929370,31591075,34.8,21.2,149107431
2021-04-14,Sex_Male,51055360,30791998,34.2,20.7,149107431
2021-04-13,Sex_Male,50214169,30097139,33.7,20.2,149107431
2021-04-12,Sex_Male,49553637,29560245,33.2,19.8,149107431
2021-04-11,Sex_Male,48817328,28916339,32.7,19.4,149107431
2021-04-10,Sex_Male,47860958,28061757,32.1,18.8,149107431
2021-04-09,Sex_Male,46751657,27089949,31.4,18.2,149107431
2021-04-08,Sex_Male,45682249,26231594,30.6,17.6,149107431
2021-04-07,Sex_Male,44744796,25460026,30,17.1,149107431
2021-04-06,Sex_Male,43982233,24850792,29.5,16.7,149107431
2021-04-05,Sex_Male,42181052,23552428,28.3,15.8,149107431
2021-04-04,Sex_Male,42173197,23534879,28.3,15.8,149107431
2021-04-03,Sex_Male,42152726,23497509,28.3,15.8,149107431
2021-04-02,Sex_Male,41096322,22723709,27.6,15.2,149107431
2021-04-01,Sex_Male,40058593,21999045,26.9,14.8,149107431
2021-03-31,Sex_Male,39185595,21404917,26.3,14.4,149107431
2021-03-30,Sex_Male,38502584,20918343,25.8,14,149107431
2021-03-29,Sex_Male,38073229,20608273,25.5,13.8,149107431
2021-03-28,Sex_Male,37467393,20181223,25.1,13.5,149107431
2021-03-27,Sex_Male,36612062,19580891,24.6,13.1,149107431
2021-03-26,Sex_Male,35650683,18981265,23.9,12.7,149107431
2021-03-25,Sex_Male,34669998,18447753,23.3,12.4,149107431
2021-03-24,Sex_Male,33855515,18016035,22.7,12.1,149107431
2021-03-23,Sex_Male,33116218,17641010,22.2,11.8,149107431
2021-03-22,Sex_Male,32622945,17389105,21.9,11.7,149107431
2021-03-21,Sex_Male,32020892,17066215,21.5,11.4,149107431
2021-03-20,Sex_Male,31112056,16600622,20.9,11.1,149107431
2021-03-19,Sex_Male,30178989,16128000,20.2,10.8,149107431
2021-03-18,Sex_Male,29425632,15713134,19.7,10.5,149107431
2021-03-17,Sex_Male,28653736,15279995,19.2,10.2,149107431
2021-03-16,Sex_Male,28027875,14880446,18.8,10,149107431
2021-03-15,Sex_Male,27584288,14582854,18.5,9.8,149107431
2021-03-14,Sex_Male,27044148,14195375,18.1,9.5,149107431
2021-03-13,Sex_Male,26305277,13739951,17.6,9.2,149107431
2021-03-12,Sex_Male,25328434,13157716,17,8.8,149107431
2021-03-11,Sex_Male,24562420,12639025,16.5,8.5,149107431
2021-03-10,Sex_Male,23895823,12213167,16,8.2,149107431
2021-03-09,Sex_Male,23356959,11887335,15.7,8,149107431
2021-03-08,Sex_Male,22953363,11644860,15.4,7.8,149107431
2021-03-07,Sex_Male,22498800,11359214,15.1,7.6,149107431
2021-03-06,Sex_Male,21862433,10950716,14.7,7.3,149107431
2021-03-05,Sex_Male,21121181,10502684,14.2,7,149107431
2021-03-04,Sex_Male,20509918,10123936,13.8,6.8,149107431
2021-03-03,Sex_Male,20029368,9790646,13.4,6.6,149107431
2021-03-02,Sex_Male,19596557,9491865,13.1,6.4,149107431
2021-03-01,Sex_Male,19235941,9293450,12.9,6.2,149107431
2021-02-28,Sex_Male,18821275,9004962,12.6,6,149107431
2021-02-27,Sex_Male,18281134,8585313,12.3,5.8,149107431
2021-02-26,Sex_Male,17745101,8124634,11.9,5.4,149107431
2021-02-25,Sex_Male,17301845,7709551,11.6,5.2,149107431
2021-02-24,Sex_Male,16953298,7360713,11.4,4.9,149107431
2021-02-23,Sex_Male,16672697,7084817,11.2,4.8,149107431
2021-02-22,Sex_Male,16510035,6913798,11.1,4.6,149107431
2021-02-21,Sex_Male,16296211,6678526,10.9,4.5,149107431
2021-02-20,Sex_Male,15956294,6292230,10.7,4.2,149107431
2021-02-19,Sex_Male,15613322,5940722,10.5,4,149107431
2021-02-18,Sex_Male,15209750,5580519,10.2,3.7,149107431
2021-02-17,Sex_Male,14887996,5279991,10,3.5,149107431
2021-02-16,Sex_Male,14641184,5106805,9.8,3.4,149107431
2021-02-15,Sex_Male,14418815,4963258,9.7,3.3,149107431
2021-02-14,Sex_Male,14072479,4755793,9.4,3.2,149107431
2021-02-13,Sex_Male,13563699,4376173,9.1,2.9,149107431
2021-02-12,Sex_Male,13064649,4002704,8.8,2.7,149107431
2021-02-11,Sex_Male,12622532,3661644,8.5,2.5,149107431
2021-02-10,Sex_Male,12256014,3395004,8.2,2.3,149107431
2021-02-09,Sex_Male,11899168,3154973,8,2.1,149107431
2021-02-08,Sex_Male,11676179,3040811,7.8,2,149107431
2021-02-07,Sex_Male,11382420,2916266,7.6,2,149107431
2021-02-06,Sex_Male,10918281,2646180,7.3,1.8,149107431
2021-02-05,Sex_Male,10396971,2362353,7,1.6,149107431
2021-02-04,Sex_Male,10003398,2167863,6.7,1.5,149107431
2021-02-03,Sex_Male,9645500,1982854,6.5,1.3,149107431
2021-02-02,Sex_Male,9378066,1865961,6.3,1.3,149107431
2021-02-01,Sex_Male,9203755,1817968,6.2,1.2,149107431
2021-01-31,Sex_Male,8891393,1734377,6,1.2,149107431
2021-01-30,Sex_Male,8435479,1611711,5.7,1.1,149107431
2021-01-29,Sex_Male,7959287,1463323,5.3,1,149107431
2021-01-28,Sex_Male,7497841,1300635,5,0.9,149107431
2021-01-27,Sex_Male,7096183,1164722,4.8,0.8,149107431
2021-01-26,Sex_Male,6778396,1067282,4.5,0.7,149107431
2021-01-25,Sex_Male,6558346,1033285,4.4,0.7,149107431
2021-01-24,Sex_Male,6252780,994265,4.2,0.7,149107431
2021-01-23,Sex_Male,5784602,933849,3.9,0.6,149107431
2021-01-22,Sex_Male,5340600,853970,3.6,0.6,149107431
2021-01-20,Sex_Male,4630213,682642,3.1,0.5,149107431
2021-01-19,Sex_Male,4393172,642327,2.9,0.4,149107431
2021-01-18,Sex_Male,4252851,626822,2.9,0.4,149107431
2021-01-17,Sex_Male,4041310,607532,2.7,0.4,149107431
2021-01-16,Sex_Male,3705927,570052,2.5,0.4,149107431
2021-01-15,Sex_Male,3324177,516801,2.2,0.3,149107431
2021-01-14,Sex_Male,3015216,440054,2,0.3,149107431
2021-01-13,Sex_Male,2757036,356547,1.8,0.2,149107431
2021-01-12,Sex_Male,2544697,279257,1.7,0.2,149107431
2021-01-11,Sex_Male,2442891,252201,1.6,0.2,149107431
2021-01-10,Sex_Male,2326075,213949,1.6,0.1,149107431
2021-01-09,Sex_Male,2090490,132247,1.4,0.1,149107431
2021-01-08,Sex_Male,1875667,71242,1.3,0,149107431
2021-01-07,Sex_Male,1667442,33042,1.1,0,149107431
2021-01-06,Sex_Male,1497070,13180,1,0,149107431
2021-01-05,Sex_Male,1368322,5623,0.9,0,149107431
2021-01-04,Sex_Male,1324936,5150,0.9,0,149107431
2021-01-03,Sex_Male,1264960,4813,0.8,0,149107431
2021-01-02,Sex_Male,1219165,4650,0.8,0,149107431
2021-01-01,Sex_Male,1109059,4272,0.7,0,149107431
2020-12-31,Sex_Male,944395,3747,0.6,0,149107431
2020-12-30,Sex_Male,809715,3022,0.5,0,149107431
2020-12-29,Sex_Male,695439,2152,0.5,0,149107431
2020-12-28,Sex_Male,658257,1904,0.4,0,149107431
2020-12-27,Sex_Male,631154,1831,0.4,0,149107431
2020-12-26,Sex_Male,607279,1775,0.4,0,149107431
2020-12-25,Sex_Male,548449,1475,0.4,0,149107431
2020-12-24,Sex_Male,417383,1157,0.3,0,149107431
2020-12-23,Sex_Male,309596,761,0.2,0,149107431
2020-12-22,Sex_Male,232792,625,0.2,0,149107431
2020-12-21,Sex_Male,194657,477,0.1,0,149107431
2020-12-20,Sex_Male,148472,300,0.1,0,149107431
2020-12-19,Sex_Male,73501,136,0,0,149107431
2020-12-18,Sex_Male,28443,35,0,0,149107431
2020-12-17,Sex_Male,6445,1,0,0,149107431
2020-12-16,Sex_Male,644,0,0,0,149107431
2021-05-17,Sex_known,144215882,113259775,0,0,0
2021-05-16,Sex_known,143596775,112511919,0,0,0
2021-05-15,Sex_known,142801387,111421289,0,0,0
2021-05-14,Sex_known,141920029,110032003,0,0,0
2021-05-13,Sex_known,141347963,108866927,0,0,0
2021-05-12,Sex_known,140745323,107597244,0,0,0
2021-05-11,Sex_known,140261859,106627723,0,0,0
2021-05-10,Sex_known,139684166,105686586,0,0,0
2021-05-09,Sex_known,139013221,104485609,0,0,0
2021-05-08,Sex_known,138260687,102977111,0,0,0
2021-05-07,Sex_known,137420396,101357657,0,0,0
2021-05-06,Sex_known,136420684,99567656,0,0,0
2021-05-05,Sex_known,135685474,98115196,0,0,0
2021-05-04,Sex_known,135076389,97063505,0,0,0
2021-05-03,Sex_known,134714087,96461378,0,0,0
2021-05-02,Sex_known,134277091,95782599,0,0,0
2021-05-01,Sex_known,133493310,94536320,0,0,0
2021-04-30,Sex_known,132201525,92697512,0,0,0
2021-04-29,Sex_known,131164458,91179438,0,0,0
2021-04-28,Sex_known,130138205,89726605,0,0,0
2021-04-27,Sex_known,129250756,88532204,0,0,0
2021-04-26,Sex_known,128538672,87765422,0,0,0
2021-04-25,Sex_known,127596893,86709588,0,0,0
2021-04-24,Sex_known,126350182,85130295,0,0,0
2021-04-23,Sex_known,125019317,83375866,0,0,0
2021-04-22,Sex_known,123699156,81634331,0,0,0
2021-04-21,Sex_known,122452193,80136744,0,0,0
2021-04-20,Sex_known,121359099,78887963,0,0,0
2021-04-19,Sex_known,120476231,78105057,0,0,0
2021-04-18,Sex_known,119511977,77112547,0,0,0
2021-04-17,Sex_known,117842329,75380365,0,0,0
2021-04-16,Sex_known,116175578,73628745,0,0,0
2021-04-15,Sex_known,114295272,71853543,0,0,0
2021-04-14,Sex_known,112552922,70198923,0,0,0
2021-04-13,Sex_known,110863482,68777549,0,0,0
2021-04-12,Sex_known,109543697,67647498,0,0,0
2021-04-11,Sex_known,108078945,66314001,0,0,0
2021-04-10,Sex_known,106160900,64524326,0,0,0
2021-04-09,Sex_known,103951826,62521024,0,0,0
2021-04-08,Sex_known,101808939,60728846,0,0,0
2021-04-07,Sex_known,99933894,59110095,0,0,0
2021-04-06,Sex_known,98403584,57812631,0,0,0
2021-04-05,Sex_known,94750130,54932635,0,0,0
2021-04-04,Sex_known,94739432,54911628,0,0,0
2021-04-03,Sex_known,94709424,54859938,0,0,0
2021-04-02,Sex_known,92578199,53194015,0,0,0
2021-04-01,Sex_known,90439658,51607943,0,0,0
2021-03-31,Sex_known,88654171,50316755,0,0,0
2021-03-30,Sex_known,87252780,49258100,0,0,0
2021-03-29,Sex_known,86360286,48557127,0,0,0
2021-03-28,Sex_known,85108548,47605271,0,0,0
2021-03-27,Sex_known,83342335,46262102,0,0,0
2021-03-26,Sex_known,81370581,44951700,0,0,0
2021-03-25,Sex_known,79350085,43793791,0,0,0
2021-03-24,Sex_known,77668719,42864787,0,0,0
2021-03-23,Sex_known,76123544,42047741,0,0,0
2021-03-22,Sex_known,75060772,41465664,0,0,0
2021-03-21,Sex_known,73793197,40741647,0,0,0
2021-03-20,Sex_known,71891025,39699714,0,0,0
2021-03-19,Sex_known,69926445,38643185,0,0,0
2021-03-18,Sex_known,68353481,37733057,0,0,0
2021-03-17,Sex_known,66717705,36780876,0,0,0
2021-03-16,Sex_known,65355632,35870129,0,0,0
2021-03-15,Sex_known,64378734,35194300,0,0,0
2021-03-14,Sex_known,63197345,34373478,0,0,0
2021-03-13,Sex_known,61576238,33343592,0,0,0
2021-03-12,Sex_known,59378920,32024694,0,0,0
2021-03-11,Sex_known,57720993,30878044,0,0,0
2021-03-10,Sex_known,56266388,29940322,0,0,0
2021-03-09,Sex_known,55088328,29219229,0,0,0
2021-03-08,Sex_known,54191509,28681287,0,0,0
2021-03-07,Sex_known,53171085,28018055,0,0,0
2021-03-06,Sex_known,51751970,27085467,0,0,0
2021-03-05,Sex_known,50118022,26064419,0,0,0
2021-03-04,Sex_known,48771304,25214267,0,0,0
2021-03-03,Sex_known,47711692,24466489,0,0,0
2021-03-02,Sex_known,46741974,23789432,0,0,0
2021-03-01,Sex_known,45909179,23307710,0,0,0
2021-02-28,Sex_known,44969641,22613756,0,0,0
2021-02-27,Sex_known,43743370,21629536,0,0,0
2021-02-26,Sex_known,42573406,20604532,0,0,0
2021-02-25,Sex_known,41559927,19637923,0,0,0
2021-02-24,Sex_known,40768469,18834078,0,0,0
2021-02-23,Sex_known,40127331,18197306,0,0,0
2021-02-22,Sex_known,39764636,17813050,0,0,0
2021-02-21,Sex_known,39281741,17256847,0,0,0
2021-02-20,Sex_known,38507615,16337031,0,0,0
2021-02-19,Sex_known,37732737,15516678,0,0,0
2021-02-18,Sex_known,36815166,14673621,0,0,0
2021-02-17,Sex_known,36101183,14003150,0,0,0
2021-02-16,Sex_known,35542988,13590375,0,0,0
2021-02-15,Sex_known,35031259,13228812,0,0,0
2021-02-14,Sex_known,34260254,12710569,0,0,0
2021-02-13,Sex_known,33117355,11784037,0,0,0
2021-02-12,Sex_known,31987618,10866390,0,0,0
2021-02-11,Sex_known,30996009,10046314,0,0,0
2021-02-10,Sex_known,30183009,9408399,0,0,0
2021-02-09,Sex_known,29373415,8822547,0,0,0
2021-02-08,Sex_known,28847292,8520141,0,0,0
2021-02-07,Sex_known,28159552,8177241,0,0,0
2021-02-06,Sex_known,27088955,7461141,0,0,0
2021-02-05,Sex_known,25886346,6722342,0,0,0
2021-02-04,Sex_known,25002915,6219386,0,0,0
2021-02-03,Sex_known,24187015,5735689,0,0,0
2021-02-02,Sex_known,23588122,5441269,0,0,0
2021-02-01,Sex_known,23176835,5303191,0,0,0
2021-01-31,Sex_known,22430083,5055925,0,0,0
2021-01-30,Sex_known,21357331,4688874,0,0,0
2021-01-29,Sex_known,20256895,4259513,0,0,0
2021-01-28,Sex_known,19191717,3788419,0,0,0
2021-01-27,Sex_known,18276509,3398092,0,0,0
2021-01-26,Sex_known,17547766,3118927,0,0,0
2021-01-25,Sex_known,16994733,3017535,0,0,0
2021-01-24,Sex_known,16262120,2891540,0,0,0
2021-01-23,Sex_known,15144026,2704159,0,0,0
2021-01-22,Sex_known,14088306,2467922,0,0,0
2021-01-21,Sex_known,0,0,0,0,0
2021-01-20,Sex_known,12389759,1953545,0,0,0
2021-01-19,Sex_known,11807878,1826775,0,0,0
2021-01-18,Sex_known,11450475,1777161,0,0,0
2021-01-17,Sex_known,10903356,1715875,0,0,0
2021-01-16,Sex_known,10062960,1605032,0,0,0
2021-01-15,Sex_known,9139778,1446707,0,0,0
2021-01-14,Sex_known,8384938,1220142,0,0,0
2021-01-13,Sex_known,7775084,979406,0,0,0
2021-01-12,Sex_known,7228613,757624,0,0,0
2021-01-11,Sex_known,6945044,680496,0,0,0
2021-01-10,Sex_known,6600906,569137,0,0,0
2021-01-09,Sex_known,5967709,341375,0,0,0
2021-01-08,Sex_known,5387764,177152,0,0,0
2021-01-07,Sex_known,4802239,81152,0,0,0
2021-01-06,Sex_known,4317716,31215,0,0,0
2021-01-05,Sex_known,3950557,13784,0,0,0
2021-01-04,Sex_known,3820188,12692,0,0,0
2021-01-03,Sex_known,3644251,11969,0,0,0
2021-01-02,Sex_known,3499291,11511,0,0,0
2021-01-01,Sex_known,3172914,10515,0,0,0
2020-12-31,Sex_known,2683640,8973,0,0,0
2020-12-30,Sex_known,2288036,7239,0,0,0
2020-12-29,Sex_known,1953530,5072,0,0,0
2020-12-28,Sex_known,1848834,4488,0,0,0
2020-12-27,Sex_known,1765516,4296,0,0,0
2020-12-26,Sex_known,1696706,4112,0,0,0
2020-12-25,Sex_known,1527927,3497,0,0,0
2020-12-24,Sex_known,1158272,2696,0,0,0
2020-12-23,Sex_known,845687,1845,0,0,0
2020-12-22,Sex_known,627175,1486,0,0,0
2020-12-21,Sex_known,519258,1136,0,0,0
2020-12-20,Sex_known,392879,726,0,0,0
2020-12-19,Sex_known,188043,359,0,0,0
2020-12-18,Sex_known,68019,86,0,0,0
2020-12-17,Sex_known,14810,9,0,0,0
2020-12-16,Sex_known,644,0,0,0,0
2020-12-15,Sex_known,0,0,0,0,0
2020-12-14,Sex_known,0,0,0,0,0
2020-12-13,Sex_known,0,0,0,0,0
2021-05-17,Sex_Female,76953235,61076729,50,39.7,153892887
2021-05-16,Sex_Female,76648781,60714823,49.8,39.5,153892887
2021-05-15,Sex_Female,76257293,60182615,49.6,39.1,153892887
2021-05-14,Sex_Female,75826319,59509795,49.3,38.7,153892887
2021-05-13,Sex_Female,75551488,58946785,49.1,38.3,153892887
2021-05-12,Sex_Female,75263440,58328747,48.9,37.9,153892887
2021-05-11,Sex_Female,75036438,57858047,48.8,37.6,153892887
2021-05-10,Sex_Female,74762005,57399998,48.6,37.3,153892887
2021-05-09,Sex_Female,74443310,56811816,48.4,36.9,153892887
2021-05-08,Sex_Female,74082416,56065732,48.1,36.4,153892887
2021-05-07,Sex_Female,73679347,55268782,47.9,35.9,153892887
2021-05-06,Sex_Female,73196941,54376081,47.6,35.3,153892887
2021-05-05,Sex_Female,72853603,53661705,47.3,34.9,153892887
2021-05-04,Sex_Female,72560387,53138352,47.1,34.5,153892887
2021-05-03,Sex_Female,72385619,52838024,47,34.3,153892887
2021-05-02,Sex_Female,72177560,52501277,46.9,34.1,153892887
2021-05-01,Sex_Female,71799252,51878617,46.7,33.7,153892887
2021-04-30,Sex_Female,71172432,50954372,46.2,33.1,153892887
2021-04-29,Sex_Female,70671019,50192498,45.9,32.6,153892887
